Mod:Item:MetaData, Localized Name
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eLingering Potion§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eDestabilized Redstone§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eEnergized Glowstone§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eResonant Ender§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§bBlazing Pyrotheum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§bGelid Cryotheum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§bZephyrean Aerotheum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§bTectonic Petrotheum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§dPrimal Mana§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eMolten Platinum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eMolten Iridium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Invar§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Constantan§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eMolten Signalum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eMolten Lumium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§bMolten Enderium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Electrical Steel§f)
thebetweenlands:bl_bucket_rubber:0, Weedwood Bucket (§fRubber§f)
thebetweenlands:bl_bucket_rubber:1, Syrmorite Bucket (§fRubber§f)
thebetweenlands:bl_bucket_infusion:0, Weedwood Infusion Bucket
thebetweenlands:bl_bucket_plant_tonic:0, Plant Tonic
thebetweenlands:bl_bucket_plant_tonic:1, Plant Tonic
thebetweenlands:syrmorite_bucket_solid_rubber, Syrmorite Bucket with Solid Rubber
thebetweenlands:astatos, Legendary Disc
thebetweenlands:between_you_and_me, Tribeman's Disc
thebetweenlands:christmas_on_the_marsh, Frosty Disc
thebetweenlands:the_explorer, Explorer's Disc
thebetweenlands:hag_dance, Music Disc
thebetweenlands:lonely_fire, Music Disc
thebetweenlands:mysterious_record, Mysterious Disc
thebetweenlands:ancient, Temple Disc
thebetweenlands:beneath_a_green_sky, Music Disc
thebetweenlands:dj_wights_mixtape, DJ Wight's Hot New Mixtape
thebetweenlands:onwards, Music Disc
thebetweenlands:stuck_in_the_mud, Music Disc
thebetweenlands:wandering_wisps, Music Disc
thebetweenlands:waterlogged, Music Disc
thebetweenlands:weedwood_door_item, Weedwood Door
thebetweenlands:syrmorite_door_item, Syrmorite Door
thebetweenlands:rubber_tree_plank_door_item, Rubber Tree Plank Door
thebetweenlands:giant_root_plank_door_item, Giant Root Plank Door
thebetweenlands:hearthgrove_plank_door_item, Hearthgrove Plank Door
thebetweenlands:nibbletwig_plank_door_item, Nibbletwig Plank Door
thebetweenlands:scabyst_door_item, Scabyst Door
thebetweenlands:weedwood_sign_item, Weedwood Sign
thebetweenlands:crimson_middle_gem, Crimson Middle Gem
thebetweenlands:aqua_middle_gem, Aqua Middle Gem
thebetweenlands:green_middle_gem, Green Middle Gem
thebetweenlands:life_crystal, Life Crystal
thebetweenlands:test_item, Test Item
thebetweenlands:test_item_chimp, Test Banana
thebetweenlands:test_item_chimp_ruler, Test Ruler
thebetweenlands:location_debug, Location Debug
thebetweenlands:pyrad_flame, Pyrad Flame
thebetweenlands:gecko, Gecko
thebetweenlands:firefly, Firefly
thebetweenlands:sludge_worm_egg_sac, Sludge Worm Egg Sac
thebetweenlands:shimmer_stone, Shimmerstone
thebetweenlands:tarminion, Tarminion
thebetweenlands:moss_bed_item, Moss Bed
thebetweenlands:sludge_ball, Sludge Ball
thebetweenlands:elixir:0, Elixir of Strength
thebetweenlands:elixir:0, Elixir of Strength
thebetweenlands:elixir:1, Elixir of Strength
thebetweenlands:elixir:1, Elixir of Strength
thebetweenlands:elixir:2, Nimblefeet Elixir
thebetweenlands:elixir:2, Nimblefeet Elixir
thebetweenlands:elixir:3, Nimblefeet Elixir
thebetweenlands:elixir:3, Nimblefeet Elixir
thebetweenlands:elixir:4, Elixir of Healing
thebetweenlands:elixir:4, Elixir of Healing
thebetweenlands:elixir:5, Elixir of Healing
thebetweenlands:elixir:5, Elixir of Healing
thebetweenlands:elixir:6, Elixir of Ripening
thebetweenlands:elixir:6, Elixir of Ripening
thebetweenlands:elixir:7, Elixir of Ripening
thebetweenlands:elixir:7, Elixir of Ripening
thebetweenlands:elixir:8, Toughskin Elixir
thebetweenlands:elixir:8, Toughskin Elixir
thebetweenlands:elixir:9, Toughskin Elixir
thebetweenlands:elixir:9, Toughskin Elixir
thebetweenlands:elixir:10, Elixir of Feasting
thebetweenlands:elixir:10, Elixir of Feasting
thebetweenlands:elixir:11, Elixir of Feasting
thebetweenlands:elixir:11, Elixir of Feasting
thebetweenlands:elixir:12, Hunter's Sense Brew
thebetweenlands:elixir:12, Hunter's Sense Brew
thebetweenlands:elixir:13, Hunter's Sense Brew
thebetweenlands:elixir:13, Hunter's Sense Brew
thebetweenlands:elixir:14, Masking Brew
thebetweenlands:elixir:14, Masking Brew
thebetweenlands:elixir:15, Masking Brew
thebetweenlands:elixir:15, Masking Brew
thebetweenlands:elixir:16, Swiftarm Brew
thebetweenlands:elixir:16, Swiftarm Brew
thebetweenlands:elixir:17, Swiftarm Brew
thebetweenlands:elixir:17, Swiftarm Brew
thebetweenlands:elixir:18, Brew of the Cat's Eye
thebetweenlands:elixir:18, Brew of the Cat's Eye
thebetweenlands:elixir:19, Brew of the Cat's Eye
thebetweenlands:elixir:19, Brew of the Cat's Eye
thebetweenlands:elixir:20, Draught of Sagittarius
thebetweenlands:elixir:20, Draught of Sagittarius
thebetweenlands:elixir:21, Draught of Sagittarius
thebetweenlands:elixir:21, Draught of Sagittarius
thebetweenlands:elixir:22, Spiderbreed Draught
thebetweenlands:elixir:22, Spiderbreed Draught
thebetweenlands:elixir:23, Spiderbreed Draught
thebetweenlands:elixir:23, Spiderbreed Draught
thebetweenlands:elixir:24, Lightweight Draught
thebetweenlands:elixir:24, Lightweight Draught
thebetweenlands:elixir:25, Lightweight Draught
thebetweenlands:elixir:25, Lightweight Draught
thebetweenlands:elixir:26, Draught of the Unclouded
thebetweenlands:elixir:26, Draught of the Unclouded
thebetweenlands:elixir:27, Draught of the Unclouded
thebetweenlands:elixir:27, Draught of the Unclouded
thebetweenlands:elixir:34, Elixir of Weakness
thebetweenlands:elixir:34, Elixir of Weakness
thebetweenlands:elixir:35, Elixir of Weakness
thebetweenlands:elixir:35, Elixir of Weakness
thebetweenlands:elixir:36, Lumbering Elixir
thebetweenlands:elixir:36, Lumbering Elixir
thebetweenlands:elixir:37, Lumbering Elixir
thebetweenlands:elixir:37, Lumbering Elixir
thebetweenlands:elixir:38, Elixir of Draining
thebetweenlands:elixir:38, Elixir of Draining
thebetweenlands:elixir:39, Elixir of Draining
thebetweenlands:elixir:39, Elixir of Draining
thebetweenlands:elixir:40, Elixir of Decay
thebetweenlands:elixir:40, Elixir of Decay
thebetweenlands:elixir:41, Elixir of Decay
thebetweenlands:elixir:41, Elixir of Decay
thebetweenlands:elixir:42, Poisonsting Elixir
thebetweenlands:elixir:42, Poisonsting Elixir
thebetweenlands:elixir:43, Poisonsting Elixir
thebetweenlands:elixir:43, Poisonsting Elixir
thebetweenlands:elixir:44, Elixir of Starvation
thebetweenlands:elixir:44, Elixir of Starvation
thebetweenlands:elixir:45, Elixir of Starvation
thebetweenlands:elixir:45, Elixir of Starvation
thebetweenlands:elixir:46, Drunkard's Brew
thebetweenlands:elixir:46, Drunkard's Brew
thebetweenlands:elixir:47, Drunkard's Brew
thebetweenlands:elixir:47, Drunkard's Brew
thebetweenlands:elixir:48, Stenching Brew
thebetweenlands:elixir:48, Stenching Brew
thebetweenlands:elixir:49, Stenching Brew
thebetweenlands:elixir:49, Stenching Brew
thebetweenlands:elixir:50, Slugarm Brew
thebetweenlands:elixir:50, Slugarm Brew
thebetweenlands:elixir:51, Slugarm Brew
thebetweenlands:elixir:51, Slugarm Brew
thebetweenlands:elixir:52, Blindman's Brew
thebetweenlands:elixir:52, Blindman's Brew
thebetweenlands:elixir:53, Blindman's Brew
thebetweenlands:elixir:53, Blindman's Brew
thebetweenlands:elixir:54, Weakbow Draught
thebetweenlands:elixir:54, Weakbow Draught
thebetweenlands:elixir:55, Weakbow Draught
thebetweenlands:elixir:55, Weakbow Draught
thebetweenlands:elixir:56, Basilisk Draught
thebetweenlands:elixir:56, Basilisk Draught
thebetweenlands:elixir:57, Basilisk Draught
thebetweenlands:elixir:57, Basilisk Draught
thebetweenlands:elixir:58, Heavyweight Draught
thebetweenlands:elixir:58, Heavyweight Draught
thebetweenlands:elixir:59, Heavyweight Draught
thebetweenlands:elixir:59, Heavyweight Draught
thebetweenlands:elixir:60, Draught of the Fogged Mind
thebetweenlands:elixir:60, Draught of the Fogged Mind
thebetweenlands:elixir:61, Draught of the Fogged Mind
thebetweenlands:elixir:61, Draught of the Fogged Mind
thebetweenlands:dentrothyst_vial:0, Green Dentrothyst Vial
thebetweenlands:dentrothyst_vial:1, Dirty Dentrothyst Vial
thebetweenlands:dentrothyst_vial:2, Orange Dentrothyst Vial
thebetweenlands:dentrothyst_fluid_vial:0, Bottled Fog
thebetweenlands:dentrothyst_fluid_vial:1, Bottled Fog
thebetweenlands:aspect_vial:0, Green Dentrothyst Aspect Vial
thebetweenlands:aspect_vial:1, Orange Dentrothyst Aspect Vial
thebetweenlands:aspect_vial:0, Azuwynn (2)
thebetweenlands:aspect_vial:1, Azuwynn (2)
thebetweenlands:aspect_vial:0, Armaniis (2)
thebetweenlands:aspect_vial:1, Armaniis (2)
thebetweenlands:aspect_vial:0, Byariis (2)
thebetweenlands:aspect_vial:1, Byariis (2)
thebetweenlands:aspect_vial:0, Byrginaz (2)
thebetweenlands:aspect_vial:1, Byrginaz (2)
thebetweenlands:aspect_vial:0, Celawynn (2)
thebetweenlands:aspect_vial:1, Celawynn (2)
thebetweenlands:aspect_vial:0, Dayuniis (2)
thebetweenlands:aspect_vial:1, Dayuniis (2)
thebetweenlands:aspect_vial:0, Fergalaz (2)
thebetweenlands:aspect_vial:1, Fergalaz (2)
thebetweenlands:aspect_vial:0, Firnalaz (2)
thebetweenlands:aspect_vial:1, Firnalaz (2)
thebetweenlands:aspect_vial:0, Freiwynn (2)
thebetweenlands:aspect_vial:1, Freiwynn (2)
thebetweenlands:aspect_vial:0, Geoliirgaz (2)
thebetweenlands:aspect_vial:1, Geoliirgaz (2)
thebetweenlands:aspect_vial:0, Ordaniis (2)
thebetweenlands:aspect_vial:1, Ordaniis (2)
thebetweenlands:aspect_vial:0, Yeowynn (2)
thebetweenlands:aspect_vial:1, Yeowynn (2)
thebetweenlands:aspect_vial:0, Yunugaz (2)
thebetweenlands:aspect_vial:1, Yunugaz (2)
thebetweenlands:aspect_vial:0, Yihinren (2)
thebetweenlands:aspect_vial:1, Yihinren (2)
thebetweenlands:aspect_vial:0, Wodren (2)
thebetweenlands:aspect_vial:1, Wodren (2)
thebetweenlands:aspect_vial:0, Uduriis (2)
thebetweenlands:aspect_vial:1, Uduriis (2)
thebetweenlands:glue, item.thebetweenlands.glue.name
thebetweenlands:amulet, Amulet
thebetweenlands:amulet_slot, Amulet Slot
thebetweenlands:rope_item, Climbing Rope
thebetweenlands:ring_of_power, Ring of Power
thebetweenlands:ring_of_flight, Ring of Ascent
thebetweenlands:ring_of_recruitment, Ring of Recruitment
thebetweenlands:ring_of_summoning, Ring of Summoning
thebetweenlands:ring_of_dispersion, Ring of Dispersion
thebetweenlands:ring_of_gathering, Ring of Gathering
thebetweenlands:angry_pebble, Angry Pebble
thebetweenlands:lore_scrap, item.thebetweenlands.lore_scrap.name
thebetweenlands:tainted_potion, Tainted Potion (%s)
thebetweenlands:octine_ingot, Octine Ingot
thebetweenlands:mummy_bait, Mummy Bait
thebetweenlands:sap_spit, Sap Spit
thebetweenlands:bark_amulet, Bark Amulet
thebetweenlands:empty_amate_map, Empty Amate Map
thebetweenlands:amate_map:0, Amate Map
thebetweenlands:bone_wayfinder, Bone Wayfinder
thebetweenlands:magic_item_magnet, Magic Item Magnet
thebetweenlands:gem_singer, Gem Singer
thebetweenlands:shambler_tongue, Shambler Tongue
thebetweenlands:rune_door_key, Rune Door Key
mysticalworld:carapace, Carapace
mysticalworld:pelt, Pelt
mysticalworld:iron_dust, Iron Dust
mysticalworld:iron_dust_tiny, Tiny Pile of Iron Dust
mysticalworld:gold_dust, Gold Dust
mysticalworld:gold_dust_tiny, Tiny Pile of Gold Dust
mysticalworld:antlers, Antlers
mysticalworld:venison, Venison
mysticalworld:raw_squid, Raw Squid
mysticalworld:cooked_venison, Cooked Venison
mysticalworld:cooked_squid, Calamari
mysticalworld:epic_squid, Epic Squid
mysticalworld:ink_bottle, Bottle of Ink
mysticalworld:unripe_pearl, Unripe Pearl
mysticalworld:pearl, Lustrous Pearl
mysticalworld:assorted_seeds, Mixed Seeds
mysticalworld:cooked_seeds, Toasted Seeds
mysticalworld:amethyst_knife, Amethyst Knife
mysticalworld:copper_knife, Copper Knife
mysticalworld:silver_knife, Silver Knife
mysticalworld:aubergine_seed, Aubergine Seed
mysticalworld:aubergine, Aubergine
mysticalworld:cooked_aubergine, Cooked Aubergine
mysticalworld:stuffed_aubergine, Stuffed Aubergine
mysticalworld:silk_cocoon, Silk Cocoon
mysticalworld:silk_thread, Silk Thread
mysticalworld:spindle, Spindle
mysticalworld:silkworm_egg, Silkworm Egg
mysticalworld:copper_ingot, Copper Ingot
mysticalworld:copper_nugget, Copper Nugget
mysticalworld:copper_dust, Copper Dust
mysticalworld:copper_dust_tiny, Tiny Pile of Copper Dust
mysticalworld:silver_ingot, Silver Ingot
mysticalworld:silver_nugget, Silver Nugget
mysticalworld:silver_dust, Silver Dust
mysticalworld:silver_dust_tiny, Tiny Pile of Silver Dust
mysticalworld:amethyst_gem, Amethyst
mysticalworld:copper_axe, Copper Axe
mysticalworld:copper_hoe, Copper Hoe
mysticalworld:copper_pickaxe, Copper Pickaxe
mysticalworld:copper_shovel, Copper Shovel
mysticalworld:copper_sword, Copper Sword
mysticalworld:silver_axe, Silver Axe
mysticalworld:silver_hoe, Silver Hoe
mysticalworld:silver_pickaxe, Silver Pickaxe
mysticalworld:silver_shovel, Silver Shovel
mysticalworld:silver_sword, Silver Sword
mysticalworld:amethyst_axe, Amethyst Axe
mysticalworld:amethyst_hoe, Amethyst Hoe
mysticalworld:amethyst_pickaxe, Amethyst Pickaxe
mysticalworld:amethyst_shovel, Amethyst Shovel
mysticalworld:amethyst_sword, Amethyst Sword
mysticalworld:thatch, Thatch
mysticalworld:thatch_slab, Thatch Slab
mysticalworld:thatch_stairs, Thatch Stairs
mysticalworld:thatch_wall, Thatch Wall
mysticalworld:charred_log, Charred Log
mysticalworld:charred_planks, Charred Planks
mysticalworld:charred_slab, Charred Slab
mysticalworld:charred_stairs, Charred Stairs
mysticalworld:charred_wall, Charred Wall
mysticalworld:charred_button, Charred Button
mysticalworld:charred_pressure_plate, Charred Pressure Plate
mysticalworld:charred_fence, Charred Fence
mysticalworld:charred_fence_gate, Charred Fence Gate
mysticalworld:mud_block, Mud Block
mysticalworld:mud_brick, Mud Brick
mysticalworld:wet_mud_block, Wet Mud Block
mysticalworld:wet_mud_brick, Wet Mud Brick
mysticalworld:mud_block_slab, Mud Block Slab
mysticalworld:mud_block_stairs, Mud Block Stairs
mysticalworld:mud_block_wall, Mud Block Wall
mysticalworld:mud_block_button, Mud Block Button
mysticalworld:mud_block_pressure_plate, Mud Block Pressure Plate
mysticalworld:mud_block_fence, Mud Block Fence
mysticalworld:mud_block_fence_gate, Mud Block Fence Gate
mysticalworld:mud_brick_slab, Mud Brick Slab
mysticalworld:mud_brick_stairs, Mud Brick Stairs
mysticalworld:mud_brick_wall, Mud Brick Wall
mysticalworld:mud_brick_button, Mud Brick Button
mysticalworld:mud_brick_pressure_plate, Mud Brick Pressure Plate
mysticalworld:mud_brick_fence, Mud Brick Fence
mysticalworld:mud_brick_fence_gate, Mud Brick Fence Gate
mysticalworld:pearl_block, Pearl Block
mysticalworld:pearl_slab, Pearl Slab
mysticalworld:pearl_stairs, Pearl Stairs
mysticalworld:pearl_wall, Pearl Wall
mysticalworld:pearl_button, Pearl Button
mysticalworld:pearl_pressure_plate, Pearl Pressure Plate
mysticalworld:pearl_fence, Pearl Fence
mysticalworld:pearl_fence_gate, Pearl Fence Gate
mysticalworld:copper_block, Block of Copper
mysticalworld:copper_ore, Copper Ore
mysticalworld:silver_block, Block of Silver
mysticalworld:silver_ore, Silver Ore
mysticalworld:amethyst_block, Block of Amethyst
mysticalworld:amethyst_ore, Amethyst Ore
forestry:crated.forestry.peat.0, item.crated.forestry.peat.0.name
forestry:crated.forestry.apatite.0, item.crated.forestry.apatite.0.name
forestry:crated.forestry.fertilizer_compound.0, item.crated.forestry.fertilizer_compound.0.name
forestry:crated.forestry.mulch.0, item.crated.forestry.mulch.0.name
forestry:crated.forestry.phosphor.0, item.crated.forestry.phosphor.0.name
forestry:crated.forestry.ash.0, item.crated.forestry.ash.0.name
forestry:crated.ingottin, item.crated.ingotTin.name
forestry:crated.ingotcopper, item.crated.ingotCopper.name
forestry:crated.ingotbronze, item.crated.ingotBronze.name
forestry:crated.forestry.humus.0, item.crated.forestry.humus.0.name
forestry:crated.forestry.bog_earth.0, item.crated.forestry.bog_earth.0.name
forestry:crated.cropwheat, item.crated.cropWheat.name
forestry:crated.minecraft.cookie.0, item.crated.minecraft.cookie.0.name
forestry:crated.dustredstone, item.crated.dustRedstone.name
forestry:crated.minecraft.dye.4, item.crated.minecraft.dye.4.name
forestry:crated.sugarcane, item.crated.sugarcane.name
forestry:crated.minecraft.clay_ball.0, item.crated.minecraft.clay_ball.0.name
forestry:crated.dustglowstone, item.crated.dustGlowstone.name
forestry:crated.minecraft.apple.0, item.crated.minecraft.apple.0.name
forestry:crated.minecraft.nether_wart.0, item.crated.minecraft.nether_wart.0.name
forestry:crated.minecraft.coal.1, item.crated.minecraft.coal.1.name
forestry:crated.minecraft.coal.0, item.crated.minecraft.coal.0.name
forestry:crated.minecraft.wheat_seeds.0, item.crated.minecraft.wheat_seeds.0.name
forestry:crated.croppotato, item.crated.cropPotato.name
forestry:crated.cropcarrot, item.crated.cropCarrot.name
forestry:crated.minecraft.log.0, item.crated.minecraft.log.0.name
forestry:crated.minecraft.log.1, item.crated.minecraft.log.1.name
forestry:crated.minecraft.log.2, item.crated.minecraft.log.2.name
forestry:crated.minecraft.log.3, item.crated.minecraft.log.3.name
forestry:crated.minecraft.log2.0, item.crated.minecraft.log2.0.name
forestry:crated.minecraft.log2.1, item.crated.minecraft.log2.1.name
forestry:crated.cobblestone, item.crated.cobblestone.name
forestry:crated.dirt, item.crated.dirt.name
forestry:crated.minecraft.dirt.2, item.crated.minecraft.dirt.2.name
forestry:crated.stone, item.crated.stone.name
forestry:crated.stonegranite, item.crated.stoneGranite.name
forestry:crated.stonediorite, item.crated.stoneDiorite.name
forestry:crated.stoneandesite, item.crated.stoneAndesite.name
forestry:crated.blockprismarine, item.crated.blockPrismarine.name
forestry:crated.blockprismarinebrick, item.crated.blockPrismarineBrick.name
forestry:crated.blockprismarinedark, item.crated.blockPrismarineDark.name
forestry:crated.minecraft.brick_block.0, item.crated.minecraft.brick_block.0.name
forestry:crated.blockcactus, item.crated.blockCactus.name
forestry:crated.minecraft.sand.0, item.crated.minecraft.sand.0.name
forestry:crated.minecraft.sand.1, item.crated.minecraft.sand.1.name
forestry:crated.obsidian, item.crated.obsidian.name
forestry:crated.netherrack, item.crated.netherrack.name
forestry:crated.minecraft.soul_sand.0, item.crated.minecraft.soul_sand.0.name
forestry:crated.minecraft.sandstone.0, item.crated.minecraft.sandstone.0.name
forestry:crated.minecraft.nether_brick.0, item.crated.minecraft.nether_brick.0.name
forestry:crated.minecraft.mycelium.0, item.crated.minecraft.mycelium.0.name
forestry:crated.gravel, item.crated.gravel.name
forestry:crated.minecraft.sapling.0, item.crated.minecraft.sapling.0.name
forestry:crated.minecraft.sapling.1, item.crated.minecraft.sapling.1.name
forestry:crated.minecraft.sapling.2, item.crated.minecraft.sapling.2.name
forestry:crated.minecraft.sapling.3, item.crated.minecraft.sapling.3.name
forestry:crated.minecraft.sapling.4, item.crated.minecraft.sapling.4.name
forestry:crated.minecraft.sapling.5, item.crated.minecraft.sapling.5.name
forestry:crated.forestry.beeswax.0, item.crated.forestry.beeswax.0.name
